ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
496,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Never,Never,Always,Sometimes,Never,Always,Sometimes,Always,Never,True
497,Always,Never,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Always,False
498,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Never,Never,Sometimes,Never,Always,Never,Never,Sometimes,True
499,Sometimes,Never,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Always,Sometimes,False
500,Never,Always,Always,Always,Never,Always,Sometimes,Always,Always,Never,Always,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,True
501,Never,Sometimes,Always,Never,Sometimes,Never,Never,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,Never,Always,Never,Never,Always,False
502,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,True
503,Never,Always,Never,Never,Never,Never,Always,Never,Always,Never,Never,Always,Always,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,False
504,Always,Never,Always,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Always,Always,Always,Always,Never,Always,True
505,Sometimes,Sometimes,Always,Never,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Never,Sometimes,Always,Always,False
506,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Sometimes,True
507,Never,Sometimes,Always,Never,Always,Never,Always,Always,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,Always,Always,Never,Never,False
508,Never,Always,Never,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,True
509,Always,Always,Sometimes,Always,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Never,Always,False
510,Never,Never,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,True
511,Sometimes,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Never,Always,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,False
512,Always,Sometimes,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,True
513,Never,Never,Never,Never,Always,Never,Never,Always,Sometimes,Always,Sometimes,Never,Never,Always,Always,Always,Never,Always,Never,Sometimes,False
514,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Sometimes,Always,Never,Always,Never,Always,Never,True
515,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Always,Always,Always,Never,Sometimes,False
516,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Never,True
517,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Never,Always,Always,Sometimes,Never,Always,False
518,Never,Sometimes,Never,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,True
519,Always,Never,Never,Never,Never,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Never,False
520,Always,Always,Always,Always,Never,Always,Always,Always,Always,Never,Always,Always,Never,Always,Never,Always,Always,Never,Always,Never,True
521,Never,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Never,Never,False
522,Always,Sometimes,Never,Always,Never,Always,Never,Always,Never,Never,Never,Sometimes,Never,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,True
523,Always,Sometimes,Never,Never,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,False
524,Always,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Always,True
525,Always,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,False
526,Always,Always,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,True
527,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Always,Always,Never,Always,Never,False
528,Always,Always,Sometimes,Never,Never,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,True
529,Never,Always,Always,Never,Never,Always,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,False
530,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Never,Never,Never,Never,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,True
531,Always,Never,Sometimes,Never,Sometimes,Always,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,False
532,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Always,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,True
533,Never,Always,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Never,Never,Never,Always,Sometimes,Never,Sometimes,Always,False
534,Never,Never,Always,Never,Never,Sometimes,Always,Never,Never,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Never,Always,True
535,Never,Sometimes,Never,Never,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Never,Sometimes,Always,False
536,Always,Never,Sometimes,Always,Always,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Never,Always,Always,Never,Sometimes,True
537,Never,Never,Always,Sometimes,Never,Never,Never,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,False
538,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Never,Never,Never,Always,True
539,Always,Sometimes,Never,Never,Never,Never,Sometimes,Always,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,False
540,Never,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Always,Always,Always,Always,Never,Never,Sometimes,True
541,Always,Never,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Never,Always,Always,Never,Always,Always,Sometimes,Never,False
542,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Never,Always,True
543,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,False
544,Always,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,True
545,Never,Always,Always,Always,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,False
546,Never,Always,Always,Always,Always,Sometimes,Never,Never,Always,Always,Always,Never,Never,Always,Never,Always,Always,Sometimes,Never,Sometimes,True
547,Always,Always,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Never,Never,Always,Always,Always,Sometimes,Sometimes,Never,Always,Always,False
548,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Always,Always,Always,Never,True
549,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,False
550,Always,Never,Always,Never,Sometimes,Always,Never,Sometimes,Never,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Always,Never,True
551,Never,Never,Always,Never,Sometimes,Sometimes,Never,Always,Always,Always,Always,Sometimes,Always,Never,Always,Sometimes,Never,Always,Never,Never,False
552,Never,Always,Always,Never,Always,Sometimes,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Always,Never,True
553,Always,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,False
554,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,True
555,Always,Always,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Always,Always,Sometimes,Always,Sometimes,Never,False
556,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Never,Sometimes,Never,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
557,Always,Sometimes,Always,Never,Never,Never,Always,Always,Always,Never,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,Always,False
558,Never,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,True
559,Sometimes,Never,Always,Always,Never,Sometimes,Always,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,False
560,Sometimes,Never,Always,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Never,Never,Never,Never,True
561,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,False
562,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Never,Always,Always,Sometimes,Always,Always,True
563,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Never,Always,Always,Sometimes,Always,Sometimes,Sometimes,Always,Never,False
564,Always,Never,Always,Sometimes,Always,Always,Always,Sometimes,Never,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Never,True
565,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Always,Always,Always,Always,Sometimes,Always,False
566,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,True
567,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,False
568,Always,Never,Never,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Always,Always,Sometimes,Never,Never,Never,Sometimes,Always,True
569,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Always,Always,Always,Always,Never,Never,Sometimes,Never,False
570,Never,Always,Always,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Never,Never,Never,Never,True
571,Never,Always,Sometimes,Sometimes,Never,Never,Never,Always,Never,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,False
572,Always,Always,Always,Sometimes,Always,Always,Never,Sometimes,Always,Always,Always,Always,Always,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,True
573,Always,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,False
574,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,True
575,Never,Never,Always,Always,Always,Never,Always,Never,Sometimes,Always,Never,Never,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,False
576,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Never,Always,Always,Never,Always,Never,Sometimes,Always,Never,True
577,Always,Always,Never,Sometimes,Sometimes,Never,Always,Always,Always,Always,Never,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Always,False
578,Always,Sometimes,Never,Sometimes,Always,Always,Always,Always,Never,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Always,Never,Sometimes,Always,True
579,Always,Always,Never,Never,Always,Never,Never,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,False
580,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Always,Never,True
581,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,False
582,Sometimes,Always,Always,Always,Never,Always,Never,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,True
583,Never,Always,Sometimes,Never,Never,Always,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Never,Never,False
584,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Never,Never,Never,Always,Sometimes,Always,Never,Never,True
585,Always,Always,Never,Always,Always,Sometimes,Never,Always,Always,Never,Sometimes,Never,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,False
586,Never,Always,Always,Always,Never,Always,Never,Never,Never,Always,Sometimes,Sometimes,Always,Always,Always,Never,Always,Always,Always,Always,True
587,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,False
588,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Always,Never,Always,Sometimes,Always,Never,Sometimes,Always,True
589,Sometimes,Never,Always,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Never,Never,Always,Always,Sometimes,False
590,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Never,Never,Sometimes,Always,True
591,Sometimes,Sometimes,Never,Always,Never,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Always,Never,False
592,Sometimes,Always,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Always,Never,Always,True
593,Always,Never,Never,Sometimes,Never,Never,Sometimes,Never,Never,Never,Always,Never,Sometimes,Always,Always,Never,Sometimes,Never,Never,Never,False
594,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Never,Always,Never,Never,Always,Never,Always,True
595,Always,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,False
596,Never,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Never,Never,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,True
597,Always,Always,Always,Never,Always,Never,Always,Always,Always,Always,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,False
598,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,True
599,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,False
600,Never,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,True
601,Always,Never,Never,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Always,Always,Never,Sometimes,False
602,Always,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Always,Never,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Never,Always,True
603,Sometimes,Sometimes,Never,Never,Never,Always,Never,Always,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,False
604,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,Always,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,True
605,Sometimes,Never,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,Always,Never,Always,False
606,Always,Always,Sometimes,Always,Always,Sometimes,Always,Never,Sometimes,Always,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,True
607,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,False
608,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Never,Always,Never,Never,Always,True
609,Always,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Always,Always,Always,Never,Sometimes,Never,Never,False
610,Never,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
611,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Always,False
612,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Always,Always,True
613,Never,Never,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,False
614,Sometimes,Never,Sometimes,Always,Always,Always,Always,Always,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,True
615,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,Never,False
616,Always,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,True
617,Never,Sometimes,Never,Always,Never,Never,Never,Always,Sometimes,Always,Never,Never,Always,Sometimes,Always,Never,Never,Never,Always,Always,False
618,Never,Always,Never,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Never,Always,Never,Always,Always,True
619,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,False
620,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,True
621,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,False
622,Never,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Never,Always,Always,Always,Always,Never,True
623,Always,Never,Sometimes,Always,Sometimes,Never,Always,Never,Never,Always,Always,Always,Sometimes,Never,Never,Always,Never,Always,Always,Never,False
624,Sometimes,Always,Always,Never,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Always,Never,Never,Always,Never,Sometimes,Always,Sometimes,True
625,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Never,Always,Always,Never,Always,Always,False
626,Sometimes,Always,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Never,True
627,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Always,Sometimes,Always,Never,Always,Sometimes,False
628,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Always,Always,Never,Never,Always,Always,Sometimes,Always,Never,Always,Always,True
629,Always,Always,Always,Always,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,False
630,Always,Always,Sometimes,Always,Never,Always,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,True
631,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Always,Never,Always,False
632,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Always,Never,Never,Sometimes,Always,Never,True
633,Never,Sometimes,Sometimes,Never,Always,Always,Always,Never,Never,Always,Always,Never,Sometimes,Always,Always,Never,Never,Always,Never,Never,False
634,Never,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,True
635,Always,Sometimes,Always,Always,Sometimes,Never,Always,Always,Always,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,False
636,Always,Never,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Never,True
637,Always,Always,Always,Always,Always,Never,Sometimes,Sometimes,Always,Always,Always,Never,Always,Never,Never,Sometimes,Sometimes,Never,Never,Never,False
638,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,True
639,Sometimes,Always,Always,Never,Sometimes,Always,Never,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Never,Never,False
640,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Always,Never,Never,Sometimes,True
641,Always,Sometimes,Never,Never,Always,Always,Never,Never,Never,Always,Never,Always,Always,Never,Always,Never,Never,Always,Always,Always,False
642,Never,Always,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,Sometimes,True
643,Always,Never,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Always,Never,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,False
644,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Never,Never,True
645,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Never,Always,Never,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,False
646,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Sometimes,Always,Never,Never,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,True
647,Always,Never,Never,Always,Sometimes,Never,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Sometimes,Always,Always,Never,Never,False
648,Never,Always,Always,Always,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Never,Always,Sometimes,True
649,Never,Never,Never,Sometimes,Never,Never,Always,Always,Never,Sometimes,Sometimes,Never,Always,Never,Never,Never,Sometimes,Sometimes,Always,Always,False
650,Always,Never,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Always,True
651,Sometimes,Always,Always,Never,Never,Never,Sometimes,Never,Never,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,False
652,Always,Always,Always,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Always,True
653,Sometimes,Sometimes,Never,Sometimes,Never,Never,Always,Always,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,False
654,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,True
655,Always,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Never,False
656,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Never,Never,Always,True
657,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Never,Always,Never,Never,False
658,Never,Always,Always,Always,Never,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Never,Never,True
659,Never,Sometimes,Sometimes,Never,Always,Never,Always,Always,Sometimes,Never,Sometimes,Never,Never,Always,Always,Never,Never,Sometimes,Never,Always,False
660,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Never,Always,Never,Always,Sometimes,Sometimes,True
661,Always,Never,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,Never,Always,Never,Sometimes,Never,Always,Always,Never,Sometimes,Sometimes,Always,False
