ID,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,Result
494,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Always,Always,Always,True
495,Never,Never,Never,Sometimes,Never,Never,Never,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Always,Always,Never,False
496,Always,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Always,Always,Sometimes,Never,Sometimes,True
497,Never,Always,Always,Always,Sometimes,Always,Never,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Never,False
498,Always,Sometimes,Always,Never,Never,Always,Always,Always,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,True
499,Sometimes,Never,Sometimes,Always,Never,Never,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Never,False
500,Always,Sometimes,Always,Sometimes,Never,Never,Always,Never,Always,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Always,True
501,Sometimes,Sometimes,Never,Never,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Always,Never,Never,Never,False
502,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Never,Never,Always,Always,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,True
503,Never,Never,Never,Never,Always,Always,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Never,Always,Always,False
504,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Sometimes,True
505,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Always,Always,Always,Never,Always,Never,Always,Never,False
506,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Sometimes,Never,Never,Never,Always,Never,Never,True
507,Never,Always,Sometimes,Never,Always,Never,Never,Always,Never,Never,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Sometimes,False
508,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,True
509,Always,Always,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Never,Always,Always,Sometimes,Always,Sometimes,Always,False
510,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Always,True
511,Always,Always,Always,Never,Always,Always,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Never,False
512,Always,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Always,Always,Sometimes,Always,Always,Never,Always,Always,Never,True
513,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Never,Sometimes,Always,Always,False
514,Never,Never,Never,Always,Never,Never,Always,Sometimes,Never,Always,Sometimes,Never,Always,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,True
515,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Always,Always,Never,Never,Sometimes,Always,False
516,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Always,Sometimes,Never,Always,Never,Always,Never,Never,Sometimes,Always,Never,Sometimes,True
517,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Always,Never,False
518,Never,Always,Sometimes,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Never,Never,Sometimes,Never,Never,Never,Always,Never,True
519,Sometimes,Always,Never,Sometimes,Always,Never,Never,Never,Always,Never,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Always,Never,Sometimes,False
520,Sometimes,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Never,Never,Never,Never,Always,Always,Always,True
521,Always,Always,Never,Never,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,False
522,Always,Never,Never,Always,Never,Always,Always,Always,Never,Always,Sometimes,Never,Never,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,True
523,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,Always,Always,Never,Never,Always,Never,Always,Never,False
524,Sometimes,Sometimes,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,True
525,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Always,Never,Never,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,False
526,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,True
527,Always,Never,Never,Always,Never,Never,Never,Always,Sometimes,Never,Never,Never,Sometimes,Always,Always,Never,Always,Never,Sometimes,Sometimes,False
528,Sometimes,Never,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Never,Always,Always,True
529,Never,Always,Always,Never,Never,Sometimes,Never,Never,Always,Never,Sometimes,Always,Never,Always,Always,Never,Always,Sometimes,Sometimes,Sometimes,False
530,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,True
531,Always,Never,Never,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Never,Always,Always,Always,Always,Never,Always,Sometimes,Always,False
532,Always,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,True
533,Always,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,False
534,Sometimes,Never,Always,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Always,Always,Never,Sometimes,Never,True
535,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Never,Always,Always,Always,Never,Always,Always,Never,False
536,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Always,True
537,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,False
538,Always,Sometimes,Always,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,True
539,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Always,Always,False
540,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Sometimes,Never,Sometimes,Never,Never,True
541,Sometimes,Never,Always,Never,Sometimes,Never,Never,Never,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,Always,Always,Always,Sometimes,Never,False
542,Never,Sometimes,Sometimes,Never,Never,Never,Always,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Always,True
543,Sometimes,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Never,Sometimes,Never,Never,Sometimes,Never,Always,Never,Sometimes,Always,Never,Always,False
544,Sometimes,Always,Never,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,Always,Sometimes,Always,Never,Always,Always,Never,Always,Sometimes,Always,True
545,Always,Always,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,False
546,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Never,Never,Always,True
547,Never,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Never,Sometimes,Sometimes,Never,Never,Always,Never,Never,False
548,Sometimes,Always,Never,Always,Never,Always,Always,Never,Never,Never,Sometimes,Never,Always,Never,Never,Always,Always,Sometimes,Never,Never,True
549,Always,Always,Always,Always,Never,Sometimes,Always,Never,Never,Never,Sometimes,Never,Never,Always,Always,Sometimes,Always,Never,Always,Always,False
550,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Never,Never,Never,Always,True
551,Sometimes,Never,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Always,Sometimes,Sometimes,False
552,Sometimes,Always,Always,Sometimes,Never,Always,Sometimes,Sometimes,Never,Never,Always,Never,Always,Sometimes,Sometimes,Never,Never,Always,Never,Never,True
553,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,Always,Never,Sometimes,Never,Always,Never,Always,Always,Sometimes,Always,Sometimes,Always,Never,False
554,Sometimes,Never,Always,Sometimes,Always,Always,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,True
555,Never,Always,Never,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Always,Never,Never,Always,Never,Never,Always,Sometimes,Always,Sometimes,False
556,Always,Always,Never,Never,Never,Never,Never,Sometimes,Sometimes,Always,Never,Always,Always,Never,Sometimes,Never,Never,Never,Sometimes,Never,True
557,Always,Never,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Never,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,False
558,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Always,Always,True
559,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Always,Never,Never,Always,Always,False
560,Sometimes,Never,Sometimes,Never,Never,Never,Always,Always,Always,Always,Never,Always,Always,Always,Always,Always,Always,Never,Never,Always,True
561,Never,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Always,Always,Always,Sometimes,Never,Never,Sometimes,Sometimes,Never,Sometimes,False
562,Always,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,True
563,Always,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Always,Sometimes,Sometimes,False
564,Sometimes,Sometimes,Never,Always,Always,Never,Always,Sometimes,Sometimes,Never,Never,Always,Always,Never,Never,Never,Never,Always,Sometimes,Sometimes,True
565,Always,Sometimes,Never,Never,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Never,Never,Never,Sometimes,Always,False
566,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Always,Always,Never,Never,Sometimes,True
567,Never,Sometimes,Always,Never,Never,Sometimes,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Never,Never,Never,Always,Always,Always,False
568,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,True
569,Sometimes,Always,Always,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,Never,Sometimes,Always,Never,Sometimes,Never,Never,Sometimes,Never,False
570,Sometimes,Always,Always,Never,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Always,Always,Never,Always,Sometimes,Never,Never,Always,Always,True
571,Never,Always,Never,Always,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,Never,Always,Always,Sometimes,Always,Never,Sometimes,Never,Always,False
572,Sometimes,Never,Always,Never,Always,Never,Never,Sometimes,Always,Never,Always,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,True
573,Never,Never,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Always,Always,False
574,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Never,True
575,Always,Sometimes,Always,Always,Never,Always,Never,Always,Sometimes,Never,Never,Sometimes,Always,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,False
576,Always,Always,Sometimes,Sometimes,Never,Never,Always,Sometimes,Always,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,Always,Always,Always,True
577,Always,Never,Sometimes,Never,Sometimes,Never,Always,Never,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Never,Never,Never,Sometimes,Always,False
578,Always,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Never,Always,Always,Always,Never,Never,Never,Always,Sometimes,Never,Always,True
579,Sometimes,Never,Always,Always,Never,Never,Always,Never,Sometimes,Sometimes,Never,Never,Always,Always,Always,Always,Always,Never,Sometimes,Never,False
580,Never,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Always,Never,True
581,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Always,Sometimes,Sometimes,Always,Never,Sometimes,Always,Sometimes,Always,Never,Always,Sometimes,False
582,Sometimes,Never,Always,Never,Never,Sometimes,Never,Never,Sometimes,Never,Always,Never,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Never,True
583,Never,Never,Sometimes,Always,Always,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Always,Never,Always,Sometimes,Never,False
584,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Always,Always,Sometimes,Never,Always,Never,Always,Sometimes,Never,True
585,Never,Never,Always,Never,Sometimes,Always,Never,Never,Sometimes,Always,Always,Never,Sometimes,Never,Always,Always,Never,Never,Always,Never,False
586,Always,Never,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,True
587,Never,Always,Never,Always,Always,Never,Always,Sometimes,Always,Never,Always,Never,Always,Always,Never,Always,Never,Never,Never,Always,False
588,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Never,Never,Always,Never,Sometimes,Never,Never,True
589,Never,Never,Always,Always,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Always,Always,Sometimes,Never,False
590,Always,Never,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Never,True
591,Always,Never,Never,Sometimes,Never,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Never,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Always,False
592,Sometimes,Never,Always,Never,Sometimes,Sometimes,Sometimes,Never,Never,Never,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,Sometimes,Never,Always,True
593,Sometimes,Always,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Never,Never,False
594,Never,Never,Always,Sometimes,Always,Always,Always,Never,Sometimes,Always,Always,Never,Always,Never,Sometimes,Never,Always,Sometimes,Never,Always,True
595,Never,Never,Sometimes,Never,Always,Always,Sometimes,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Sometimes,Always,Always,False
596,Never,Never,Always,Always,Always,Never,Sometimes,Always,Sometimes,Sometimes,Always,Never,Always,Never,Never,Always,Sometimes,Always,Never,Never,True
597,Sometimes,Never,Always,Sometimes,Always,Always,Never,Always,Sometimes,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,False
598,Sometimes,Never,Always,Never,Never,Never,Sometimes,Never,Always,Never,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Never,Always,Always,True
599,Never,Never,Never,Never,Never,Never,Sometimes,Always,Sometimes,Always,Always,Always,Never,Always,Sometimes,Never,Sometimes,Never,Always,Sometimes,False
600,Always,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Never,Never,Sometimes,Sometimes,Always,Never,Never,Always,Never,Always,True
601,Sometimes,Never,Always,Never,Always,Always,Never,Always,Never,Always,Never,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,False
602,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Never,Never,Always,Sometimes,Never,Never,Never,Always,Sometimes,Sometimes,Never,Never,Sometimes,Never,True
603,Always,Sometimes,Always,Sometimes,Always,Always,Sometimes,Always,Never,Always,Never,Never,Sometimes,Always,Always,Always,Always,Never,Never,Always,False
604,Always,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,True
605,Always,Never,Never,Sometimes,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,False
606,Sometimes,Sometimes,Sometimes,Never,Never,Always,Sometimes,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,True
607,Never,Never,Always,Always,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Never,Always,Never,Sometimes,Sometimes,Always,Never,False
608,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Always,Sometimes,Always,Never,True
609,Sometimes,Never,Never,Never,Sometimes,Never,Always,Always,Sometimes,Never,Always,Always,Sometimes,Never,Always,Never,Always,Never,Sometimes,Sometimes,False
610,Sometimes,Always,Sometimes,Always,Never,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,True
611,Never,Always,Sometimes,Never,Never,Never,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Never,False
612,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Never,Sometimes,Never,Always,Always,Sometimes,Always,Never,True
613,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Always,Never,Never,Always,Sometimes,Sometimes,False
614,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Always,Always,Never,Always,Sometimes,True
615,Never,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,Never,Always,Always,Always,Always,Never,Always,Never,Sometimes,Never,Never,False
616,Sometimes,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Never,Sometimes,True
617,Always,Always,Never,Always,Never,Never,Always,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Never,Always,Never,False
618,Sometimes,Always,Always,Always,Never,Sometimes,Never,Always,Never,Never,Always,Always,Always,Sometimes,Always,Always,Never,Never,Always,Always,True
619,Always,Sometimes,Always,Never,Never,Always,Always,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Always,Never,Never,Always,Always,Always,False
620,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Always,Always,Never,Never,Never,Always,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,True
621,Never,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Sometimes,Always,Never,Always,False
622,Never,Never,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Sometimes,Never,Never,Always,Always,Never,Always,Never,Never,True
623,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,Always,Never,Always,Sometimes,Always,Sometimes,Always,Sometimes,Sometimes,Never,Never,Never,Never,False
624,Sometimes,Never,Never,Never,Always,Always,Sometimes,Sometimes,Never,Never,Always,Never,Always,Sometimes,Never,Sometimes,Sometimes,Sometimes,Never,Always,True
625,Always,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Never,Always,Always,Always,Never,Always,Always,Always,Sometimes,False
626,Always,Never,Always,Never,Never,Never,Never,Never,Never,Never,Never,Never,Always,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,True
627,Sometimes,Always,Always,Never,Never,Never,Sometimes,Sometimes,Always,Always,Always,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,False
628,Always,Always,Never,Never,Never,Always,Always,Never,Never,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Always,Always,Sometimes,Always,True
629,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Always,Always,Always,Never,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Always,False
630,Never,Always,Always,Always,Never,Sometimes,Sometimes,Never,Always,Sometimes,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Never,True
631,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,Never,Never,Always,Never,Sometimes,Never,False
632,Sometimes,Never,Sometimes,Sometimes,Always,Always,Never,Always,Never,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Never,Always,Always,Never,Never,True
633,Always,Never,Never,Always,Always,Never,Sometimes,Never,Never,Always,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Never,False
634,Never,Sometimes,Sometimes,Never,Never,Always,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Sometimes,Never,Never,Never,True
635,Sometimes,Never,Never,Never,Always,Never,Always,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Never,Always,Sometimes,Never,Always,False
636,Sometimes,Sometimes,Sometimes,Never,Always,Always,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Never,Always,Never,Always,Sometimes,Never,True
637,Always,Never,Never,Sometimes,Never,Never,Never,Always,Always,Never,Always,Sometimes,Always,Always,Never,Never,Never,Always,Always,Always,False
638,Always,Never,Sometimes,Sometimes,Never,Always,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Always,Sometimes,Sometimes,Never,Always,Never,Sometimes,True
639,Always,Always,Sometimes,Never,Sometimes,Sometimes,Always,Never,Always,Always,Sometimes,Never,Sometimes,Always,Always,Always,Sometimes,Always,Always,Sometimes,False
640,Sometimes,Always,Always,Never,Never,Always,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Never,Always,True
641,Sometimes,Always,Never,Sometimes,Always,Never,Always,Always,Never,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Never,Sometimes,Always,Never,False
642,Sometimes,Never,Always,Never,Never,Never,Never,Always,Always,Never,Sometimes,Always,Never,Never,Always,Never,Always,Never,Never,Always,True
643,Always,Sometimes,Never,Sometimes,Always,Sometimes,Always,Never,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Always,False
644,Sometimes,Sometimes,Always,Always,Never,Sometimes,Always,Sometimes,Always,Always,Sometimes,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,True
645,Always,Always,Never,Always,Sometimes,Sometimes,Never,Never,Never,Always,Never,Never,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Sometimes,False
646,Always,Never,Sometimes,Always,Never,Sometimes,Always,Always,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Always,Never,Never,Never,Sometimes,Always,True
647,Always,Never,Always,Never,Never,Never,Always,Always,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Sometimes,Never,Always,Sometimes,Sometimes,False
648,Always,Always,Sometimes,Sometimes,Always,Never,Always,Sometimes,Always,Sometimes,Never,Always,Sometimes,Sometimes,Sometimes,Always,Never,Sometimes,Always,Never,True
649,Never,Sometimes,Sometimes,Sometimes,Never,Sometimes,Never,Sometimes,Always,Always,Always,Never,Sometimes,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,False
650,Always,Always,Never,Never,Sometimes,Always,Sometimes,Never,Never,Sometimes,Never,Never,Never,Never,Always,Sometimes,Sometimes,Never,Always,Never,True
651,Never,Sometimes,Never,Always,Never,Always,Always,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,Always,Always,Never,Sometimes,Never,Always,False
652,Never,Never,Sometimes,Sometimes,Sometimes,Always,Always,Never,Sometimes,Never,Always,Never,Always,Sometimes,Always,Always,Never,Always,Always,Sometimes,True
653,Always,Always,Never,Sometimes,Never,Never,Sometimes,Always,Sometimes,Never,Sometimes,Never,Always,Always,Always,Sometimes,Sometimes,Always,Never,Sometimes,False
654,Sometimes,Never,Sometimes,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes,Always,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Sometimes,True
655,Sometimes,Never,Always,Sometimes,Always,Always,Never,Never,Always,Always,Always,Sometimes,Sometimes,Always,Never,Never,Always,Sometimes,Never,Sometimes,False
656,Never,Sometimes,Sometimes,Sometimes,Never,Always,Sometimes,Always,Never,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,True
657,Always,Always,Never,Never,Always,Never,Never,Sometimes,Sometimes,Never,Never,Never,Always,Always,Always,Always,Never,Sometimes,Sometimes,Sometimes,False
658,Sometimes,Never,Always,Always,Sometimes,Never,Never,Never,Always,Always,Sometimes,Sometimes,Never,Sometimes,Sometimes,Always,Always,Sometimes,Never,Never,True
